,DRUG_NAME,DRUG_NAME_ALT,SMILES,drug_id
2295046,BRD-K04038780-001-01-5,,Cc1ccc(cc1)-c1nc(co1)-c1noc2ccc(cc12)C(=O)Cc1ccccn1,14498.0
2295062,BRD-A37369911-001-01-9,,COC1CC2CC1CN2C(=O)c1cccc(c1)C#N,14499.0
2295078,BRD-A93096487-001-01-3,,O=C(NC1CCc2[nH]c(=O)ccc2C1)N1CCCC1,14500.0
2295094,BRD-A51078032-001-01-1,,CN1CCC2(CCCN(CC3CCOC3)C2)C1=O,14501.0
2295110,BRD-K09920960-001-01-1,,O=C(NCc1ccco1)c1c(NC(=O)c2cccc(c2)-n2cnnn2)sc2CCCCc12,14502.0
2295126,BRD-K29973433-001-01-5,,OC(=O)CCSc1n[nH]c(=O)[nH]c1=O,14503.0
2295142,BRD-A14885294-001-01-8,,C(N1CC2CNC(C2)C1)c1ccoc1,14504.0
2295158,BRD-A37566431-001-01-1,,CCCN1CC2CCC1C2Oc1cccnc1,14505.0
2295174,BRD-K43513567-001-07-6,,COc1ccc(\C=C\C(O)=O)cc1O,14506.0
2295190,BRD-K16685883-001-01-5,,Clc1cccc(c1)N1CCN(CC1)C(=O)C(=O)NCCNC(=O)c1cc2ccccc2[nH]1,14507.0
2295206,BRD-K51744893-001-01-4,,CC(C)NC(=O)N1CC[C@@H]2N(CC[C@]2(CC1)C(=O)N1CCOCC1)S(C)(=O)=O,14508.0
2295222,BRD-A75844203-001-01-1,,CCCOc1ccc(cc1)C1C(C(N)=O)=C(C)Nc2nc(SCCC)nn12,14509.0
2295238,BRD-K95803725-001-01-0,,COc1ccccc1-c1cc(=O)c2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2o1,14510.0
2295254,BRD-K53237581-001-01-4,,Cc1nc2c(C)cc(N)cn2n1,14511.0
2295270,BRD-K66646404-001-01-6,,CCN1C(=O)[C@@H]2CN(C[C@H]2C11CCN(CC1)C(=O)NCCc1ccc(F)cc1)C(C)=O,14512.0
2295286,BRD-A08612073-001-01-1,,CCN(CC)c1ccnc(n1)C1COCCN1,14513.0
2295302,BRD-A86176672-001-01-7,,CN1CC2(CC1=O)CCCCN2C(=O)c1cc[nH]n1,14514.0
2295318,BRD-A72217582-001-01-4,,Cn1nccc1CN1CCCC2(CCNC2=O)CC1,14515.0
2295334,BRD-K91216240-001-01-5,,Fc1ccccc1NS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)Nc1ccccc1F,14516.0
2295350,BRD-A13849000-001-01-0,,CC1CCCCN1Cc1c(O)ccc2c1oc(C)c(-c1nc3ccccc3s1)c2=O,14517.0
2295366,BRD-K39243912-001-01-1,,Cc1ccc(C)c(Oc2c(oc3cc(O)ccc3c2=O)C(F)(F)F)c1,14518.0
2295382,BRD-K72544168-001-01-1,,O\N=C\c1cccc(c1)[N+]([O-])=O,14519.0
2295398,BRD-A70957074-001-01-2,,CN1CCC2(CN(Cc3cccnc3)CC22CCN(CC2)C(=O)N2CCCC2)C1=O,14520.0
2295414,BRD-K62628263-001-01-8,,NC(=O)c1nc2CCNCCc2s1,14521.0
2295430,BRD-A36431687-001-01-0,,CC(O)CN1C[C@H]2CCC[C@@H](CNc3ncccn3)[C@@H]2C1,14522.0
2295446,BRD-K18956174-001-01-6,,COCc1nnc2CN(CCn12)C(=O)c1cc[nH]n1,14523.0
2295462,BRD-K59587446-001-01-1,,CC(=O)N1C[C@@H]2C3(CC[C@@]2(C1)C(=O)N1CCCC1)CCN(CC3)S(=O)(=O)C1CC1,14524.0
2295478,BRD-K47461243-001-01-9,,O=C(N(Cc1ccccc1)c1ccccn1)C1=C(c2ccccc2)S(=O)(=O)CCO1,14525.0
2295494,BRD-K51189415-001-01-1,,Clc1ccc(CCN2CC(=O)N([C@@H]3CS(=O)(=O)C[C@H]23)c2cccc(Cl)c2)cc1,14526.0
2295510,BRD-K42957176-003-01-8,,Nc1ccccc1OCc1ccccc1,14527.0
2295526,BRD-A84093848-001-01-5,,COc1ccc(NC(=O)C2=NOC3(C2)CCCN(C3)S(=O)(=O)c2ccc(C)cc2)cc1,14528.0
2295542,BRD-A20372163-001-01-7,,CN1CCCC11CCCN(Cc2ccco2)C1,14529.0
2295558,BRD-A77725608-001-01-1,,CC1COC2(C1)CCCN(Cc1csnn1)C2,14530.0
2295574,BRD-K39537274-001-01-8,,CC(C)S(=O)(=O)N1C[C@H]2NCc3ccccc3[C@H]2C1,14531.0
2295590,BRD-K13410156-001-01-1,,Cn1c2cc(C(=O)N3CCN(CC3)c3ccncc3)n(c2c2ccccc12)S(C)(=O)=O,14532.0
2295606,BRD-K96815420-001-01-1,,CCN(CC)C(=O)CCNS(=O)(=O)c1cc(N(C)S(C)(=O)=O)c(C)cc1C,14533.0
2295622,BRD-K18687950-001-01-7,,FC(F)(F)c1cccc(NS(=O)(=O)c2ccc3NC(=O)c4cccc2c34)c1,14534.0
2295638,BRD-K36717318-001-01-7,,Cc1ccc(N2CC(=O)C(=C2N)c2nc3ccccc3n2C)c(Br)c1,14535.0
2295654,BRD-A25320040-001-01-0,,CCN1CCC2(CN(CC(C)C)CC22CCN(CC2)C(=O)Cc2ccsc2)C1=O,14536.0
2295670,BRD-K35077624-001-01-6,,CN(C)C[C@H]1OC[C@H]2CCN(C[C@@H]12)C(=O)N(C)C,14537.0
2295686,BRD-K97204587-001-01-6,,CO[C@H]1CN(CC2CC2)[C@H]2CCCO[C@@H]12,14538.0
2295702,BRD-A40331501-001-01-0,,C=CCN1C2CCN(C2CC1=O)c1cnccn1,14539.0
2295718,BRD-K92905257-001-01-2,,Cc1ccc(F)cc1CN1CC[C@@H]2OCCN([C@@H]2C1)C(=O)c1cnccn1,14540.0
2295734,BRD-K13919666-001-01-4,,O=C(Cc1ccc2OCCCOc2c1)N1CCN(CC1)C(=O)c1cc2ccccc2[nH]1,14541.0
2295750,BRD-K99758898-001-01-3,,Fc1ccccc1CN1CC2(C1)CCN(C2)S(=O)(=O)c1ccccc1,14542.0
2295766,BRD-K76187649-001-01-4,,CN1C(=O)[C@H]2CN(C[C@@H]2C11CCN(CC1)S(=O)(=O)Cc1ccccc1)C(C)=O,14543.0
2295782,BRD-A54893294-001-01-3,,Cc1cccc(c1)C(=O)N1CCC2(CCN2Cc2cnn(C)c2)C1,14544.0
2295798,BRD-K58926300-001-01-7,,NS(=O)(=O)c1ccc(CCNC(=O)CCn2c3ccccc3oc2=O)cc1,14545.0
2295814,BRD-K70821663-001-01-5,,CCCc1cc(=O)[nH]c(SCC(=O)Nc2cc(Cl)c(OC)cc2OC)n1,14546.0
2295830,BRD-K79216664-001-01-8,,CCN1C[C@H]2CCCO[C@H]2[C@@H](C1)N(C)Cc1ccco1,14547.0
2295846,BRD-A07770669-001-01-8,,Cc1ccc(CNCC2OCCc3cn(C)nc23)o1,14548.0
2295862,BRD-A45339973-001-01-7,,Cc1nc(NCc2ccco2)nc2c1COCC21CCN(C1)S(C)(=O)=O,14549.0
2295878,BRD-K47986332-001-01-7,,CN(C)S(=O)(=O)N1CCO[C@H]2[C@H](CC[C@@H]12)OCc1cccnc1,14550.0
2295894,BRD-K03896194-001-01-7,,Fc1cccc(CN2CC[C@@]3(C[C@@H](C3)NS(=O)(=O)C3CC3)C2)c1F,14551.0
2295910,BRD-K51938591-001-01-7,,COc1cc(ncn1)N1CC[C@H](O)[C@@H]1Cc1ccccc1,14552.0
2295926,BRD-K44132278-001-01-7,,CC(C)[C@H](N1Cc2ccccc2C1=O)C(=O)NCCc1ccc(cc1)S(N)(=O)=O,14553.0
2295942,BRD-K55574181-001-01-2,,COc1ccc(cc1)-c1cc(=O)oc2c(C)c(OCC(=O)N3CCNC(=O)C3)ccc12,14554.0
2295958,BRD-K35818225-001-01-6,,C(N1CCC2(CNc3ccccc23)CC1)c1ccco1,14555.0
2295974,BRD-A22919002-001-01-8,,CS(=O)(=O)N1CC2CN(CC(C1)O2)C(=O)NCc1ccccc1,14556.0
2295990,BRD-K80172633-001-01-8,,Cn1c(cc2n(C)c3ccccc3c12)C(=O)N1CCCCO1,14557.0
2296006,BRD-A56251800-001-01-9,,O=C(N1CCC2(C1)CN(C(=O)C2)c1ccc(cc1)C#N)c1cnccn1,14558.0
2296022,BRD-K52568418-001-01-2,,CN1CCC2(CC1)CN(Cc1ccccc21)S(=O)(=O)c1ccc(F)cc1,14559.0
2296038,BRD-K61535323-001-01-4,,COCCN(C)C(=O)c1cc(-c2ccn(CC3CC3)n2)n2ccccc12,14560.0
2296054,BRD-K88994651-001-01-4,,Cc1cc(=O)[nH]c2cc(Br)ccc12,14561.0
2296070,BRD-K16978897-001-01-8,,Cc1nn(-c2ccccc2)c(NC(=O)C2CCCCC2)c(c1=O)-c1ccc(Cl)cc1,14562.0
2296086,BRD-K56969837-001-01-1,,O=C([C@H]1CCC[C@]11CCN(Cc2ccc(cc2)C#N)C1)N1CCOCC1,14563.0
2296102,BRD-K08259329-001-01-1,,CC(C)=CC(=O)NCC(O)=O,14564.0
2296118,BRD-K80470137-001-01-7,,Cc1ccc(o1)C(=O)N1C[C@H](C[C@@H]2OCC[C@H]12)C(=O)Nc1cccnc1,14565.0
2296134,BRD-K69617049-001-01-5,,CN(Cc1cncnc1)[C@H]1CN([C@H]2CCCO[C@@H]12)C(=O)CNC(C)=O,14566.0
2296150,BRD-A50760114-001-01-6,,CC1N(Cc2csc(C)n2)C(=O)COC11CCN(CC2CC2)CC1,14567.0
2296166,BRD-A49121123-001-01-4,,CN(C)C(=O)C1CC2CN(CC1O2)C(=O)Nc1ccccc1C,14568.0
2296182,BRD-K91082620-001-01-1,,Cc1cccc(OCCSc2nc(-c3ccc(Cl)cc3)c(C#N)c(=O)[nH]2)c1,14569.0
2296198,BRD-A86947373-001-01-3,,Oc1ccccc1NC(=O)Nc1ccc(cc1)N1C(=O)C2C3CC(C=C3)C2C1=O,14570.0
2296214,BRD-K48345964-001-01-0,,O=C(Cn1nc(ccc1=O)N1CCN(CC1)c1ccccc1)N1CCCC1,14571.0
2296230,BRD-K68472342-001-01-0,,Cc1nc(nc2CCN(CCc12)C(=O)C1(CC1)C#N)N1CCOCC1,14572.0
2296246,BRD-K19811964-001-01-6,,COc1ccc(C[C@H]2CNCC[C@H]2OCC(=O)N2CCCC2)cc1,14573.0
2296262,BRD-A26511032-001-01-3,,Cc1ccc(CN2CCOC3(CCN(CC4CCOC4)CC3)C2)cc1,14574.0
2296278,BRD-A58604275-001-01-3,,CN(C)C(=O)N1CC2CCC(C1)C2C(=O)Nc1cccc(F)c1,14575.0
2296294,BRD-K75560038-001-01-2,,Fc1cnc(nc1)N1CCC2(CC1)CN(c1ccsc1)C(=O)CO2,14576.0
2296310,BRD-A37869192-001-01-8,,CCOc1ccccc1NC(=O)C(C)n1nnc2sc3CCCCc3c2c1=O,14577.0
2296326,BRD-A38600905-001-01-4,,CN(C1CCS(=O)(=O)C1)C(=O)c1ccc(Cl)c(c1)N1C(=O)CCS1(=O)=O,14578.0
2296342,BRD-K06441199-001-01-4,,COc1cc(F)ccc1-c1ccc(=O)n(CC(=O)N2CCC(CC2)C(O)=O)n1,14579.0
2296358,BRD-K80006288-001-01-6,,Cn1cc(cc1C(=O)Cc1ccccn1)-c1cnc(nc1)-c1ccccc1,14580.0
2296374,BRD-A40783575-001-01-3,,COCC1CN(Cc2cn(C)nc12)S(=O)(=O)c1ccccc1C,14581.0
2296390,BRD-K35757236-001-01-3,,Cc1noc(C)c1CN1CCO[C@H]2CN(C[C@H]12)C(=O)c1cccs1,14582.0
2296406,BRD-A46114754-001-01-8,,COc1ccc(cc1)C(=O)N1CC(C(=O)N2CCOCC2)C2(C1)CCOCC2,14583.0
2296422,BRD-K91562264-001-01-3,,CCC1=N[C@@]2(CC[C@@H]3CN(C[C@@H]23)C(=O)NCC2CCCCC2)C(=O)N1,14584.0
2296438,BRD-K63255669-001-01-9,,CC(C)C[C@H](NC(=O)Cc1csc(n1)-c1ccccc1Cl)C(O)=O,14585.0
2296453,BRD-K87833942-001-01-4,,Cc1ccsc1CN1C[C@H]2COC[C@@]2(CNC(=O)c2ccno2)C1,14586.0
2296469,BRD-K63672443-001-01-8,,C(N1CCC2(CC1)CN(Cc1nccs1)CCO2)c1ccoc1,14587.0
2296485,BRD-K59588102-001-01-4,,O=C([C@H]1CN(Cc2cccs2)C[C@@H]2OCC[C@H]12)N1CCCC1,14588.0
2296501,BRD-K08712335-001-01-1,,CCOCC(=O)N1CCCn2nnc(COc3cccnc3)c2C1,14589.0
2296517,BRD-A13739146-001-01-8,,COCC1N(Cc2ccncc2)CCc2c1nnn2CC1CC1,14590.0
2296533,BRD-K51013750-001-01-6,,O=C(COc1ccc(cc1)-c1ccccc1)OC1CCCCC1,14591.0
2296549,BRD-A20428930-001-01-9,,CC(C)(C)OC(=O)NC(CCC(=O)Nc1ccccc1)C(=O)Nc1ccccc1,14592.0
2296565,BRD-A08329691-001-01-4,,CN(C)CCN1CCOCC2(CCCN(C2)C(=O)c2nn(C)c3ccccc23)C1,14593.0
2296581,BRD-A35235844-001-01-6,,CCCNC(=O)C1CC2(CO1)N(Cc1cccc(OC)c1)Cc1ccccc21,14594.0
2296597,BRD-K84534862-001-01-7,,O=C(NCc1cnc2CN(Cc3ccsc3)CCn12)C1CC1,14595.0
2296613,BRD-A36312577-001-01-5,,CN(C)CCC(=O)C1CC2CN(Cc3csc(C)n3)CC1O2,14596.0
2296629,BRD-K81612230-001-01-9,,COc1cc(NCc2cn3CCN(Cc3n2)C(=O)C2CC2)ncn1,14597.0
2296645,BRD-A49581270-001-01-0,,COCC(=O)N1CCC(CC1C(O)=O)N(C)Cc1cccnc1,14598.0
2296661,BRD-K47833052-001-01-9,,O=C(CCC(=O)c1ccc(cc1)-c1ccccc1)Nc1cccnc1,14599.0
2296677,BRD-K86645842-001-01-4,,Cc1sc2nc(CSCC(=O)Nc3ccc4cc[nH]c4c3)[nH]c(=O)c2c1C,14600.0
2296693,BRD-K56968720-001-01-3,,CCS(=O)(=O)N1CC2(CCN(CC2)C(=O)[C@H]2CCCO2)c2ccccc12,14601.0
2296709,BRD-A30426438-001-01-8,,CC(=O)N1CCCc2sc(nc12)C(=O)NCC1CCCO1,14602.0
2296725,BRD-A40974277-001-01-9,,Cc1ccc(s1)N1CC2(CCN(C2)C(=O)C2(CC2)C#N)CC1=O,14603.0
2296741,BRD-K87526549-001-01-1,,CCC1=NC2(CCC(CC2)C(=O)NCc2ccccc2)C(=O)N1CC1CC1,14604.0
2296757,BRD-K87371914-001-01-9,,OC1CCN(CC1)C(=O)c1cc(-c2ccnn2C2CCCC2)n2ccccc12,14605.0
2296773,BRD-A53820692-001-01-5,,CC1CN(CCC11CCC(O1)C(=O)NCC1CC1)C(=O)Nc1ccc(C)cc1,14606.0
2296789,BRD-A99598963-001-01-5,,CN(C)CCN1CCOCC2(CCN(CC2)C(=O)C2CCOC2)C1,14607.0
2296805,BRD-A75988710-001-01-2,,CC(Oc1ccc(F)cc1)C(=O)N(Cc1cccc(F)c1)c1ccccn1,14608.0
2296821,BRD-K53916552-001-01-8,,CCS(=O)(=O)N1CC[C@@]2(CN(C)C[C@H]2COCc2cccnc2)C1,14609.0
2296837,BRD-A40452276-001-01-7,,COCC1CN(Cc2ncn(C)c12)C(=O)c1ccc2OCOc2c1,14610.0
2296853,BRD-A31727404-001-01-8,,COCC1N(CCc2c1nnn2C)S(=O)(=O)c1cn(C)cn1,14611.0
2296869,BRD-A25154109-001-01-1,,CN1[C@H](CN2CCCC2)CC2CN(CCC12)C(=O)c1cc(C)oc1C,14612.0
2296885,BRD-A55612731-001-01-7,,COCC1CC2OCCN(C2C1)C(=O)c1ccc2ncccc2c1,14613.0
2296901,BRD-K09668662-001-01-7,,CCS(=O)(=O)N1C[C@@H]2OCCN(CCN3CCCC3)[C@H]2C1,14614.0
2296917,BRD-K09616979-001-01-4,,Clc1ccc(CN2C[C@@H]3CCN(CC[C@H]3S2(=O)=O)C(=O)NC2CCCC2)cc1,14615.0
2296933,BRD-K04711263-001-01-3,,Cc1c(Cc2ccccc2)sc(NC(=O)c2ccc(F)cc2)c1C(N)=O,14616.0
2296949,BRD-A54816109-001-01-9,,COCC1N(CCc2c1nnn2C)C(=O)COc1ccccc1C,14617.0
2296965,BRD-K86592200-001-01-4,,FC(F)(F)c1ccc(CN2CC3(C2)CCN(C3)C(=O)CCc2cccnc2)cc1,14618.0
2296981,BRD-K65389549-001-01-0,,COCCN1CCc2ncc(CNC(=O)c3cnn(C)c3)n2CC1,14619.0
2296997,BRD-K54141329-001-01-4,,Cn1cnc(c1)S(=O)(=O)N1CCN2C[C@@H](C[C@@H]2C1)OCC=C,14620.0
2297013,BRD-A16533107-001-01-9,,COC1C(C)C(NC(=O)C2=CN3CCS(=O)(=O)N=C3C=C2)C11CCC1,14621.0
2297029,BRD-A11307978-001-01-9,,CCC1CN2CCCC2CN1CCC(=O)Nc1ccccc1F,14622.0
2297045,BRD-A49597234-001-01-1,,O=C(C1CCCC1)N1CCCC(COc2ccccc2C(=O)N2CCOCC2)C1,14623.0
2297061,BRD-K23027470-001-01-0,,Cc1nc(cc(n1)C(F)(F)F)N1CCC(CC1)NC(=O)C1CCCC1,14624.0
2297077,BRD-A14036264-001-01-4,,CCOC(=O)CCNC(=O)N1CCC(C1)c1ncc(C)n1Cc1ccccc1,14625.0
2297093,BRD-K11946229-001-01-9,,CCc1ccc(CN2CCn3c(C2)nn(C)c3=O)cc1,14626.0
2297109,BRD-A45796515-001-01-3,,CN1CCC(NC(=O)c2cccs2)C1c1ccc(F)c(F)c1,14627.0
2297125,BRD-A64010522-001-01-6,,CC(N1CCC(C)(CN2CCOCC2)CC1)C(=O)Nc1ccccc1C,14628.0
2297141,BRD-K55697259-001-01-8,,Cc1nnc(-c2cccc(NC(=O)COCC3CC3)c2)n1C,14629.0
2297157,BRD-A00022300-001-01-6,,CC(C)(C)CCN1CC(CNC(=O)c2cccnc2)C2(C1)CCOCC2,14630.0
2297173,BRD-A28804239-001-01-1,,O=C(C1CCCCC1)N1CCCCC1c1nnc([nH]1)-c1cccnc1,14631.0
2297189,BRD-A42152182-001-01-4,,O=C1C(CCN1Cc1ccccn1)N1CCN(CC1)S(=O)(=O)c1cccs1,14632.0
2297205,BRD-A95211343-001-01-0,,COCCCn1c(C)cnc1C1CCN(C1)C(=O)c1ccc(cc1)C#N,14633.0
2297221,BRD-A89795592-001-01-8,,CCN1CCCCc2cc(sc12)C(=O)NC1CCS(=O)(=O)C1,14634.0
2297237,BRD-A81282661-001-01-1,,O=c1[nH]c(nc2ccccc12)N1CCSC(C1)c1ccccc1,14635.0
2297253,BRD-K74320431-001-01-5,,Fc1cc(F)cc(c1)S(=O)(=O)Nc1ccccc1-c1nnc[nH]1,14636.0
2297269,BRD-A57499745-001-01-1,,O=C(CC1=CCCCC1)N1CCCC1C(=O)N1CCOCC1,14637.0
2297285,BRD-K93818462-001-01-7,,Cc1cc([nH]n1)C(=O)N1CCC[C@H]1c1nnc([nH]1)C1CCOCC1,14638.0
2297301,BRD-A97537671-001-01-8,,O=C(N1CCCCCC1c1nc(no1)-c1ccncc1)c1ccsc1,14639.0
2297317,BRD-A83769551-001-01-8,,Cc1cc(C)cc(c1)C(=O)N1CCN(CC1)C1CCN(CCc2ccccc2)C1=O,14640.0
2297333,BRD-A23764325-001-01-7,,CC(C)n1c(C)cnc1C1CCN(C1)C(=O)C1CCCCC1,14641.0
2297349,BRD-K02996900-001-01-1,,CC(C)CN1CCCCc2cc(sc12)C(N)=O,14642.0
2297365,BRD-K49274941-001-01-9,,O=C1CN(CCN1Cc1ccc(cc1)C#N)c1nc(ns1)C1CC1,14643.0
2297381,BRD-K79119195-001-01-2,,O=C(Nc1c2CCCc2nn1-c1ccccc1)c1cnc2CCCCn12,14644.0
2297397,BRD-A65961445-001-01-3,,COCC(=O)N[C@@H](C(C)C)C(=O)N1C2CCC1c1ccccc21,14645.0
2297413,BRD-K22265643-001-01-9,,CC(C)Cc1ccc(cc1)S(=O)(=O)N1CCc2c(C1)c(CN1CCN(C)CC1)nn2C,14646.0
2297429,BRD-A91558761-001-01-1,,Clc1ccccc1-n1cc(NC(=O)CC2CCCO2)cn1,14647.0
2297445,BRD-A04369253-001-01-4,,Cc1cc(Cl)ccc1S(=O)(=O)N1CCN(CC1)C1CCN(Cc2cccnc2)C1=O,14648.0
2297461,BRD-A97608957-001-01-2,,COCCn1c(C)cnc1CC1CCCN(C1)C(=O)c1n[nH]c2ccccc12,14649.0
2297477,BRD-K84399892-001-01-9,,COc1cccc(OC)c1CN1CCn2c(C1)nn(CC1CC1)c2=O,14650.0
2297493,BRD-A49496838-001-01-6,,COc1cccc(CS(=O)(=O)NCC2COC3(CCCC3)O2)c1,14651.0
2297509,BRD-A52886701-001-01-6,,Fc1ccc2OC(Cc2c1)C(=O)NCc1ncc(o1)-c1ccccc1,14652.0
2297525,BRD-K34095900-001-01-4,,COc1cccc(CN(C)C(=O)C2=NN(C(C)C)C(=O)CC2)c1,14653.0
2297541,BRD-K75788633-001-01-8,,CC(C)Oc1ccccc1CN1CCC[C@H]1c1nnc([nH]1)C1CCOCC1,14654.0
2297557,BRD-K03748227-001-01-1,,Fc1ccc(cc1)-c1noc(CC2CCN(CC2)C(=O)c2ccc3OCOc3c2)n1,14655.0
2297573,BRD-K56465954-001-01-7,,O=C(Cc1ccc2CCOc2c1)Nc1ccc2NC(=O)[C@@H]3CCCN3C(=O)c2c1,14656.0
2297589,BRD-K13189261-001-01-3,,CN(C)S(=O)(=O)NCCn1c(C)cnc1-c1ccccc1,14657.0
2297605,BRD-K99206790-001-01-2,,CNC(=O)CN(C)C(=O)c1cc2CCCCN(CC3CC3)c2s1,14658.0
2297621,BRD-K34509568-001-01-7,,CC(C)N1CCC(CC1)N1CCN(CC(=O)N(C)C2CCC(C)CC2)CC1,14659.0
2297637,BRD-A11993152-001-01-4,,CC1SCCN(C1c1ccccc1)C(=O)C1CC2CCC1O2,14660.0
2297653,BRD-A68341417-001-01-9,,CN(CCn1cccn1)C1CCCN(Cc2noc(C)n2)C1,14661.0
2297669,BRD-K20135965-001-01-6,,CC(C)c1noc(n1)-c1cccn2c(CNC(=O)C3CCC3)nnc12,14662.0
2297685,BRD-K63752630-001-01-1,,COCCNC(=O)[C@@H]1C[C@@H](CN1C(=O)c1cc2cc(OC)ccc2[nH]1)Oc1ccccc1,14663.0
2297701,BRD-K62076119-001-01-6,,CC(=O)N(Cc1nn(C)c2CCN(Cc3cccc(O)c3)Cc12)c1ccccc1,14664.0
2297717,BRD-K02368414-001-01-2,,Cc1cnn(CCC(=O)NCCn2c(C)cnc2-c2ccncc2)c1,14665.0
2297733,BRD-A65801851-001-01-8,,C(Cc1noc(n1)C1CCCN1)OCC1CCOCC1,14666.0
2297749,BRD-A17205419-001-01-6,,CN(C)CCn1cc(C(=O)NC2CCCn3ncnc23)c2ccccc12,14667.0
2297765,BRD-A56403657-001-01-0,,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)C1CCc2[nH]nnc2C1,14668.0
2297781,BRD-A42572609-001-01-8,,CC(C1CC1)N(C)C(=O)NC1CCN(C1)C(=O)c1ccccc1,14669.0
2297797,BRD-A39479929-001-01-4,,COCc1noc(n1)C1CCCCCN1C(=O)NC1CCCCC1,14670.0
2297813,BRD-A49372395-001-01-4,,Cc1ccc(nc1C#N)N1C2CCC1CC(C2)c1ccnn1C,14671.0
2297829,BRD-A28334700-001-01-9,,C1COC(C1)c1nc2nccc(-c3ccsc3)n2n1,14672.0
2297845,BRD-K41870311-001-01-4,,CCCNC(=O)N1CCC(CCOC)(CC1)NC(=O)c1ccccc1,14673.0
2297861,BRD-A72686291-001-01-2,,O=C(NCCc1cnc(nc1)C1CC1)NC1CCC(=O)NC11CCC1,14674.0
2297877,BRD-K57765927-001-01-3,,Cc1c(CNc2ccc(cc2)-c2nnc3CCCCn23)cc(C#N)n1C,14675.0
2297893,BRD-A12063734-001-01-2,,CC1(CCCNC1=O)C(=O)Nc1nc(cs1)-c1ccc2OCCOc2c1,14676.0
2297909,BRD-K13671218-001-01-4,,CC1CCC2(CC(=O)N(CC(=O)NCC3CCC3)C2=O)CC1,14677.0
2297925,BRD-K12972685-001-01-1,,O=C(CCC1CCCC1)NCc1nnc2cc(ccn12)-c1nc(no1)C1CC1,14678.0
2297941,BRD-A56961032-001-01-3,,Cc1ccc(cc1)C1(C)CCN(Cc2ncnn2CCF)C1,14679.0
2297957,BRD-K87420421-001-01-0,,CCn1nccc1C(=O)NCCC1CCN(CC1)C(=O)Nc1ccc(C)c(F)c1,14680.0
2297973,BRD-K30009434-001-01-4,,CC(C)CNC(=O)c1ccc(CC2CCN(CC2)S(C)(=O)=O)cc1,14681.0
2297989,BRD-A62263986-001-01-2,,CC(C)C(N1CCCC1=O)C(=O)N1CCC(CC1)c1ncc(C)s1,14682.0
2298005,BRD-A15283027-001-01-9,,CC(Cc1nc(no1)-c1ccccc1)NC(=O)c1ccn2cncc2c1,14683.0
2298021,BRD-A03406278-001-01-6,,CCCc1noc(CCCC(=O)Nc2ccccc2N2CC3CCC2C3)n1,14684.0
2298037,BRD-A56854113-001-01-2,,CSC(CO)C(C)NC1CCN(C1)C(C)c1ccccc1,14685.0
2298053,BRD-A51659976-001-01-6,,O=C(CC1CCCC1)N1CCCCCC1c1nc(no1)C1CC1,14686.0
2298069,BRD-K40799831-001-01-7,,CC(C)CC(=O)N1CCC(CC1)n1c(C)cnc1C,14687.0
2298085,BRD-K91570783-001-01-8,,CC(C)Cc1nc2nccc(-c3ccc4OCCCOc4c3)n2n1,14688.0
2298101,BRD-K59166490-001-01-9,,CCNC(=O)N1CCC(Cc2ccc(cc2)C(=O)NC2CCCC2)CC1,14689.0
2298117,BRD-A95922423-001-01-5,,Cc1cccc(OCCNC(=O)N2CCOCC2c2ncnn2C)c1,14690.0
2298133,BRD-A31303882-001-01-9,,Cc1nn2cccnc2c1C(=O)N1CCN(CC1)C1CC2CCC1C2,14691.0
2298149,BRD-A58110035-001-01-2,,FC(F)C1CN(CCO1)C(=O)Cc1csc(n1)N1CCCNC1=O,14692.0
2298165,BRD-A77361507-001-01-7,,COCC1CN(CCO1)C(C)Cc1nc2ccccc2s1,14693.0
2298181,BRD-A07247526-001-01-0,,CCCS(=O)(=O)N1CCCCC1c1nnc([nH]1)-c1ccccc1,14694.0
2298197,BRD-K77451440-001-01-4,,CCn1ccc(n1)C(=O)N1CC(C1)Oc1ccccc1-c1noc(C)n1,14695.0
2298213,BRD-K73719128-001-01-7,,Fc1ccc(NC(=O)N2CCC(CCNC(=O)C3CCCC3)CC2)c(F)c1,14696.0
2298229,BRD-K26601286-001-07-0,,O=C(OCCN1C(=O)c2ccccc2C1=O)c1cc2ccccc2o1,14697.0
2298245,BRD-K17145740-001-01-2,,Fc1ccccc1CSc1nc(-c2ccccc2)c(C#N)c(=O)[nH]1,14698.0
2298261,BRD-K03873445-001-01-3,,CCCn1c2ccccc2c(Nc2cccc(c2)C(F)(F)F)cc1=O,14699.0
2298277,BRD-A93174797-001-01-3,,CCCOc1ccc(cc1OCC)C(CN)c1c[nH]c2ccccc12,14700.0
2298293,BRD-A24402380-001-01-5,,CC(=O)Nc1ccc(cc1)N1CC(CC1=O)C(O)=O,14701.0
2298309,BRD-K45978124-001-01-8,,COc1cc(cc(OC)c1OC)-c1ccnc2ccnn12,14702.0
2298325,BRD-K58317413-001-01-3,,Cc1nc(NCC(O)=O)cc(n1)-c1ccccc1,14703.0
2298341,BRD-A02491703-001-01-4,,CC1CN(C(=O)c2cccs2)c2ccccc2O1,14704.0
2298357,BRD-K40550553-001-01-0,,CN(C)Cc1cc2c(cc(=O)oc2c(C)c1O)-c1ccccc1,14705.0
